Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-08-06,185.8305,186.7809,184.0782,185.2275,536124.98727473
2021-08-09,185.3259,185.5335,184.3755,185.1873,560734.34420387
2021-08-10,185.2857,186.5244,184.1976,185.3655,594877.13751997
2021-08-11,185.8209,186.8502,185.1975,185.8107,421979.30894863
2021-08-12,186.405,187.3251,184.326,186.5634,463985.82363293
2021-08-13,186.6723,187.92,186.4845,187.4445,316812.51556047
2021-08-16,187.7517,188.7117,186.4845,188.6124,400005.33404263
2021-08-17,188.1771,188.2866,185.9799,186.4746,761199.13743273
2021-08-18,186.6624,186.6624,183.2865,183.4158,822542.22477613
2021-08-19,181.089,185.9598,180.0096,184.5336,739133.24234113
2021-08-20,185.0487,186.2571,183.8211,185.1777,543189.710107
2021-08-23,185.781,188.0577,185.781,186.9996,521124.82512737
2021-08-24,187.8105,188.4447,187.1973,187.3155,374610.11003267
2021-08-25,187.3653,188.5341,186.5142,188.0778,377526.30317203
2021-08-26,187.7517,188.2566,186.4548,187.6227,433377.4119568
2021-08-27,187.6623,189.9192,187.6623,189.8895,366379.7180342
2021-08-30,190.7511,192.048,189.9987,190.494,402936.67886093
2021-08-31,191.0385,192.5631,190.3746,192.1566,810234.01091983
2021-09-01,192.939,194.7105,190.959,194.2854,586193.20526537
2021-09-02,194.8299,195.2457,192.414,194.2359,610722.76335203
2021-09-03,194.3751,195.9681,194.1465,194.85,500112.47677783
2021-09-07,195.9882,195.9882,191.4441,192.8307,578964.84430057
2021-09-08,192.6615,194.9385,192.6615,194.7507,419385.34151467
2021-09-09,194.7207,196.7106,194.385,194.7999,529024.910525
2021-09-10,195.4932,195.642,192.8505,192.9291,576566.83858087
2021-09-13,193.533,194.8599,189.9093,191.2362,556347.42809567
2021-09-14,191.4936,193.4538,191.4936,192.4536,472166.72014687
2021-09-15,192.4935,194.0181,191.4144,192.7311,475743.52648787
2021-09-16,192.8889,193.3452,191.4738,192.3357,416471.16859917
2021-09-17,191.7708,191.8209,187.9692,189.84,1283783.5742976
2021-09-20,186.6624,189.0675,185.5236,187.9497,781553.9029164
2021-09-21,189.4146,189.6621,188.187,188.8599,499518.53096353
2021-09-22,190.6518,191.6121,189.009,191.4144,671934.53614467
2021-09-23,192.3255,193.6125,192.1665,192.4836,757836.4748207
2021-09-24,191.8209,193.998,191.3058,193.6614,673256.77265987
2021-09-27,193.5231,193.5231,191.4339,192.6711,910985.60506587
2021-09-28,190.7511,191.2461,186.3852,187.9299,1331069.9440355
2021-09-29,188.8896,191.3256,187.89,190.9092,888064.14517033
2021-09-30,192.0087,194.2059,189.8598,189.9594,1079858.1375996
2021-10-01,191.0385,191.6616,187.6323,190.6518,810817.85561487
2021-10-04,190.4142,192.2361,185.7522,185.9799,1084623.8456812
2021-10-05,186.5634,192.4836,186.267,192.1665,1071173.1952331
2021-10-06,190.9092,192.7905,189.2565,191.5533,964375.07107937
2021-10-07,192.8889,195.9282,192.8889,194.7705,635241.2102075
2021-10-08,194.8599,195.9882,193.4136,194.2656,544386.69274303
2021-10-11,193.4733,199.2846,193.1466,194.5428,883278.23485013
2021-10-12,195.2754,195.7404,193.0779,194.3451,760830.4465786
2021-10-13,194.5428,195.6909,192.0582,194.2854,801047.0429245
2021-10-14,195.948,198.0276,195.7302,197.4627,712097.5965583
2021-10-15,198.225,200.196,197.1468,199.7994,774030.58926833
2021-10-18,199.602,201.2841,198.6315,200.2644,710777.38026697
2021-10-19,200.7795,205.542,200.7693,205.542,953488.08470737
2021-10-20,205.3629,206.472,193.6326,195.9981,2459285.1700178
2021-10-21,195.7704,198.75,193.5432,195.711,1305239.361784
2021-10-22,196.176,198.7401,196.167,198.5223,632726.03150403
2021-10-25,198.2451,198.5721,194.7507,198.3048,650736.3272002
2021-10-26,199.0968,201.0765,196.8693,198.2847,849124.3303028
2021-10-27,197.8593,200.6016,196.83,199.1763,682780.1079276
2021-10-28,198.9876,203.7402,198.9189,203.73,663810.20589877
2021-10-29,203.3634,207.324,202.8684,206.5416,686842.7781065
2021-11-01,207.6897,208.3038,203.3634,206.5716,736143.311031
2021-11-02,206.9373,210.0858,205.9575,207.8775,786240.8222675
2021-11-03,207.2544,208.4721,203.5413,206.1555,725901.78618163
2021-11-04,208.0068,209.4219,206.4522,208.8972,513195.44648377
2021-11-05,210.0363,211.5408,208.5213,209.4516,584450.7621876
2021-11-08,210.7089,210.8184,206.2149,208.3335,575183.9953499
2021-11-09,208.779,209.244,206.7696,207.4719,653813.1281363
2021-11-10,206.8188,207.4719,203.1858,204.096,657340.43899277
2021-11-11,204.8583,205.4724,202.3638,202.9281,987778.3543651
2021-11-12,204.3231,205.9476,201.2457,205.1058,1308059.5942901
2021-11-15,205.7796,207.987,205.4922,206.4027,526809.73506443
2021-11-16,206.2347,210.2637,205.68,208.6011,492706.33611357
2021-11-17,209.3733,209.8881,205.3044,206.6103,720398.6963918
2021-11-18,207.7992,208.0563,204.7299,205.383,553388.8102553
2021-11-19,205.6902,206.0853,204.0561,204.4827,586551.79500017
2021-11-22,205.1652,207.1251,204.2055,204.4032,565229.34228843
2021-11-23,204.3231,205.0272,200.7993,204.6207,508710.5495185
2021-11-24,202.9878,205.4724,202.4631,205.2846,609692.44918433
2021-11-26,202.5615,204.4926,199.8192,200.4531,574692.07084043
2021-11-29,203.3934,207.0066,202.5417,205.7595,914180.58909767
2021-11-30,204.4425,205.6602,199.4826,200.0073,1176177.3606007
2021-12-01,202.5126,202.5417,195.7302,195.8697,885637.85631657
2021-12-02,197.3844,200.4039,195.4932,198.5823,953365.86116393
2021-12-03,200.4039,201.2256,193.563,197.4825,894575.3266654
2021-12-06,198.0573,198.3243,193.4538,195.3747,1039134.4650653
2021-12-07,198.6813,203.1357,197.4627,202.8387,845558.63519303
2021-12-08,203.2851,204.9576,201.7692,204.6603,522298.575189
2021-12-09,204.561,204.918,201.3735,201.4533,389876.94172937
2021-12-10,203.4927,203.4927,200.3442,203.0664,385605.17838113
2021-12-13,203.463,204.561,201.522,202.77,628350.2266271
2021-12-14,200.7594,201.6606,195.0177,197.0973,1070670.1594923
2021-12-15,197.7996,199.4235,196.0776,199.3641,851019.30028183
2021-12-16,201.2457,203.928,200.1264,200.9682,1027017.1623636
2021-12-17,200.0268,200.7405,197.1168,198.4239,918557.40408653
2021-12-20,195.8004,196.9977,193.1763,195.8796,513424.7418917
2021-12-21,197.4441,199.7496,196.9677,199.572,432629.92912927
2021-12-22,199.5918,201.6606,198.8094,201.5118,605342.90721757
2021-12-23,202.2939,204.0075,201.8091,202.7103,601532.76502093
2021-12-27,203.5812,206.2449,203.1258,206.2248,668419.34663133
2021-12-28,206.9472,207.9072,206.2347,206.9673,394667.90260917
2021-12-29,207.5016,208.8684,206.8977,207.2046,274286.8033446
2021-12-30,207.2745,208.6197,206.0571,206.3532,337372.33376573
2021-12-31,206.2449,208.5513,205.8483,207.2445,394809.31827923
2022-01-03,208.0863,208.0863,198.0768,199.7898,1078006.6024336
2022-01-04,197.4729,199.1763,192.9291,194.7906,1360161.1675941
2022-01-05,195.4047,196.0077,192.3453,192.4536,1203570.5860065
2022-01-06,192.0087,193.2162,188.7117,192.879,1062653.9112229
2022-01-07,191.751,192.4341,188.5239,190.959,773710.3837868
2022-01-10,189.3162,190.4043,183.4059,186.6228,1800581.0799207
2022-01-11,186.9597,190.1868,184.3854,190.0188,778630.63899353
2022-01-12,190.8897,192.2262,190.0788,190.6917,556931.2727907
2022-01-13,190.8012,191.6121,184.2861,184.7514,1387023.0741251
2022-01-14,183.2268,184.2276,180.9111,183.6831,1670966.547512
2022-01-18,181.0491,182.6433,179.8119,181.3563,1437872.1086368
2022-01-19,181.7817,182.5638,178.5051,178.7223,1561208.795406
2022-01-20,179.1876,182.5638,177.2676,177.5949,1034832.3983592
2022-01-21,176.6733,178.2672,174.0303,174.585,1426233.5989896
2022-01-24,172.0794,174.2583,165.2886,174.0108,1743126.9235044
2022-01-25,170.9412,174.2382,169.3872,172.674,1420103.2296918
2022-01-26,174.2085,174.8424,164.6055,167.268,1705824.500074
2022-01-27,172.476,173.9109,168.3078,170.04,1672612.0198446
2022-01-28,170.04,172.476,167.496,172.3569,1035510.1834636
2022-01-31,173.0307,177.3072,172.6938,176.8524,1020090.8248657
2022-02-01,177.3957,178.3668,175.5948,177.7527,910656.30857693
2022-02-02,178.3968,180.3468,178.188,179.9799,832985.7720113
2022-02-03,177.8421,178.6143,175.5153,175.6833,650135.31060237
2022-02-04,175.6437,178.4751,174.921,176.2677,830983.7301678
2022-02-07,178.2774,178.6143,175.6536,176.238,903470.3723132
2022-02-08,175.4259,176.1681,172.3767,175.5153,737077.6645654
2022-02-09,177.7125,180.3066,175.8522,177.2775,1002294.6728984
2022-02-10,174.1587,178.2276,173.3667,174.8424,869506.36880853
2022-02-11,174.8514,175.248,169.6146,170.1,1116290.854659
2022-02-14,170.3673,171.2976,168.4956,169.6644,965465.9919628
2022-02-15,172.674,174.0204,171.9516,172.7334,796281.33484293
2022-02-16,172.1688,173.2185,170.9514,172.3569,687160.96336417
2022-02-17,171.5748,171.8322,169.3575,169.6146,731880.63869007
2022-02-18,169.5549,170.9412,167.9421,169.2777,1584707.0292131
2022-02-22,166.2984,169.4967,166.1106,166.7433,1074901.5183634
2022-02-23,167.9322,169.3476,165.4077,165.9711,887167.16577727
2022-02-24,159.1803,168.7044,158.8731,167.9523,1217856.5990199
2022-02-25,168.6051,170.9319,168.1995,170.4465,967321.5675766
2022-02-28,168.3675,170.4864,167.3574,168.8922,1103646.2735303
2022-03-01,168.7341,169.8621,166.7337,167.7534,783934.7367333
2022-03-02,168.8826,171.4365,168.2295,169.8027,784370.09497477
2022-03-03,171.0114,171.4167,168.8325,170.2092,585498.2482581
2022-03-04,169.2192,169.4169,166.8924,169.2681,1154542.7833028
2022-03-07,169.0602,169.734,165.8529,166.1499,1237346.7086922
2022-03-08,165.051,166.7046,160.2993,162.8238,1603337.5336338
2022-03-09,166.1901,167.4669,164.3484,166.4472,903410.7757094
2022-03-10,164.6943,165.6252,160.9521,164.8134,888068.185618
2022-03-11,166.3779,166.7733,163.1697,163.2192,713342.054455
2022-03-14,164.4279,166.0905,163.5663,164.9127,1073700.4952797
2022-03-15,166.2,168.3378,165.3033,167.8824,713949.1317244
2022-03-16,169.0704,172.3578,167.7243,171.5847,591769.02311407
2022-03-17,171.5646,174.3864,171.1692,174.3366,518068.22642983
2022-03-18,174.8712,178.1193,174.426,177.4353,959202.28789037
2022-03-21,177.4353,177.6633,174.8763,175.8609,529188.54865753
2022-03-22,176.2179,176.6436,174.1737,175.7331,694934.78477067
2022-03-23,175.3764,175.3764,172.2882,172.3965,501150.87184097
2022-03-24,172.9212,173.5353,171.6093,172.8816,339288.51609527
2022-03-25,173.5554,174.2583,172.4562,173.5257,468352.53750253
2022-03-28,173.2782,175.857,173.2683,175.7625,445330.0664141
2022-03-29,176.9505,180.2721,176.9307,179.5047,778510.43567393
2022-03-30,179.1489,180.9699,178.3968,180.0591,834417.10061487
2022-03-31,180.7716,182.0388,176.0997,176.4156,1090073.3995388
2022-04-01,178.0197,180.2574,176.3709,180.099,643253.41802927
2022-04-04,180.4062,181.5141,179.1876,180.5346,882975.2012714
2022-04-05,180.099,182.8362,179.9013,180.2172,851227.3833392
2022-04-06,178.5945,182.3262,177.7725,181.7421,892446.01071883
2022-04-07,181.0191,182.0193,179.8119,181.1685,665879.92524153
2022-04-08,182.0988,182.6232,180.4845,181.584,582445.69000833
2022-04-11,180.5544,181.3959,177.3957,180.5046,826669.5421185
2022-04-12,181.2669,182.4456,177.4056,178.2573,675010.32696883
2022-04-13,178.6728,179.9799,177.2079,179.5743,400781.1000042
2022-04-14,179.8914,180.5445,176.6436,176.763,430864.25347717
2022-04-18,175.7526,177.0447,174.8814,176.5551,458034.24414657
2022-04-19,176.0103,179.3814,176.0103,179.2275,636945.26903193
2022-04-20,177.7026,177.7026,170.0067,171.0798,1274034.9840698
2022-04-21,171.3768,171.8817,167.0109,167.7435,1051841.6731336
2022-04-22,167.496,168.4758,165.0909,165.1803,838807.0470588
2022-04-25,164.3484,165.714,163.0515,164.9715,1189758.3154877
2022-04-26,164.9325,165.4077,159.9825,160.0518,909087.60475103
2022-04-27,159.7149,161.8041,158.25,158.448,2101534.838194
2022-04-28,159.0024,161.6061,157.8336,160.9224,1354099.4859074
2022-04-29,160.1115,160.4625,155.4879,155.7948,935399.00028067
2022-05-02,155.676,157.1904,151.8045,155.1213,930924.2044347
2022-05-03,154.5963,157.2351,154.5369,156.2601,780717.5302391
2022-05-04,156.2205,158.7945,154.7841,158.4975,1468996.6875088
2022-05-05,157.2501,158.1801,152.0022,153.3492,860149.70200913
2022-05-06,152.3793,152.6763,149.0625,150.7653,681948.78580993
2022-05-09,149.0826,149.142,144.2412,144.7167,743883.79874377
2022-05-10,147.0927,148.3701,142.7667,144.3207,1133184.9766736
2022-05-11,143.5884,145.8603,141.6972,141.7965,1009501.8215127
2022-05-12,141.1722,143.8161,139.806,142.8849,796115.67648653
2022-05-13,143.8161,147.0312,143.8161,146.0136,863912.36894507
2022-05-16,145.8258,146.1963,144.0534,144.6669,658183.8824536
2022-05-17,147.1527,147.7656,145.8555,147.3003,977295.4127647
2022-05-18,146.3802,146.3802,140.2125,140.6676,729492.73408963
2022-05-19,139.4901,142.3314,138.9054,141.6474,1116282.7737636
2022-05-20,142.8162,144.8754,142.1025,144.6669,2005672.185785
2022-05-23,145.9734,146.9538,144.2613,146.2314,836582.78059087
2022-05-24,144.9639,145.7907,142.6572,145.1616,787492.35094767
2022-05-25,144.7563,146.9049,144.2412,146.0235,888768.1931849
2022-05-26,146.7261,150.033,146.0334,149.4195,798233.8812019
2022-05-27,150.9927,154.1313,149.667,154.0818,939454.5996761
2022-05-31,152.7459,154.8042,152.439,153.7062,1652801.7046907
2022-06-01,153.8838,154.8243,150.657,150.7455,587913.42588063
2022-06-02,151.0821,153.2697,149.8896,153.2598,900482.4612269
2022-06-03,152.5569,152.9337,151.2015,152.5272,588591.21098507
2022-06-06,153.6762,155.1711,152.0223,152.5671,682926.5741573
2022-06-07,151.3299,153.2508,150.8649,153.2112,561757.58758803
2022-06-08,152.6463,154.7556,151.7751,152.3691,732400.84633357
2022-06-09,152.2998,153.7704,151.5744,151.8126,811585.08155913
2022-06-10,150.3816,150.9777,147.837,149.2683,1248454.8195065
2022-06-13,145.8594,147.5292,143.976,145.9587,1239866.1171601
2022-06-14,146.2473,146.3118,143.295,144.9747,1605716.0605404
2022-06-15,145.4322,150.6798,145.3425,149.0001,1060342.5171056
2022-06-16,147.0222,148.4235,145.3623,147.6384,1184365.552325
2022-06-17,147.5091,149.646,146.6892,147.9366,2362213.1086565
2022-06-21,149.0796,152.6127,149.0745,151.6935,1065251.6406703
2022-06-22,150.471,154.0191,149.0796,152.6673,938562.24401487
2022-06-23,153.7806,157.6566,153.2934,157.2888,1548418.4687149
2022-06-24,158.1435,159.018,156.8616,158.3025,1597857.84061
2022-06-27,158.8293,158.9895,156.5433,156.9609,753683.78525747
2022-06-28,156.9609,158.3619,153.6117,153.711,648349.42826953
2022-06-29,153.6018,154.0686,150.9582,152.1207,778873.35452227
2022-06-30,150.6201,153.09,150.0633,151.6041,790818.65375583
2022-07-01,151.3755,155.172,151.0527,154.6353,887728.31477993
2022-07-05,154.0587,156.7671,152.6574,156.5235,808001.08931943
2022-07-06,157.2393,158.9388,155.5296,155.8278,916867.11749247
2022-07-07,155.5596,156.9309,154.8342,155.7384,724046.92635217
2022-07-08,155.4996,156.5133,154.4265,155.5992,706238.65048167
2022-07-11,155.0724,157.3287,154.4664,156.6627,664684.66521833
2022-07-12,156.8115,158.9883,153.3729,153.8205,1201867.9512609
2022-07-13,151.4349,154.3071,151.3851,153.393,534694.01125283
2022-07-14,151.3851,153.0651,150.6099,152.5779,633057.5938902
2022-07-15,153.3531,156.126,153.3531,156.1062,646992.09937247
2022-07-18,156.792,157.4877,153.3432,153.8304,691363.37219083
2022-07-19,155.5098,158.8689,154.9935,158.3427,740222.1816148
2022-07-20,161.5326,168.9468,161.5032,168.0027,1654105.9928213
2022-07-21,168.5592,172.9821,167.3964,172.9323,1247637.8061156
2022-07-22,173.0016,173.8266,170.4279,171.5409,1391491.5272004
2022-07-25,171.6798,172.9224,169.7322,170.9442,1000986.2930166
2022-07-26,169.8312,172.2069,168.957,171.9486,1113916.2584878
2022-07-27,172.9122,173.9259,171.7548,172.9224,853271.8818072
2022-07-28,173.34,179.154,172.8528,178.3191,1083076.0153268
2022-07-29,178.0704,180.2274,177.5838,179.79,757222.49966147
2022-08-01,178.1799,179.6907,177.1959,177.7626,638115.6312257
2022-08-02,177.0768,178.6074,176.1027,177.5937,671934.14980207
2022-08-03,177.981,179.6112,177.2805,179.0646,623976.8723957
2022-08-04,179.6211,181.9965,179.5413,181.6683,657805.4527133
2022-08-05,180.396,181.6884,179.313,180.9528,490104.3986489
2022-08-08,180.9729,182.8311,180.6348,181.728,345903.5474904
2022-08-09,181.2711,182.3742,180.8898,182.046,452706.9187035
2022-08-10,184.1433,186.1206,183.9045,185.4552,671590.03825067
2022-08-11,186.1107,186.8265,184.7991,185.4252,444587.0935001
2022-08-12,187.2045,189.3705,186.0813,189.2514,480235.8428131
2022-08-15,188.5758,193.1574,187.8402,190.7721,713078.62219577
2022-08-16,190.5138,190.7721,188.3076,190.4142,646563.46919443
2022-08-17,190.1859,193.1745,189.7485,192.5907,640022.33119603
2022-08-18,192.2133,192.7995,189.4404,190.941,595081.56382187
2022-08-19,189.1818,189.1818,185.2164,185.9619,995546.915687
2022-08-22,184.9878,186.6276,183.9246,184.6896,613279.2290794
2022-08-23,183.0498,184.2525,182.0061,183.189,627297.24701417
2022-08-24,183.3183,185.5047,183.189,185.0772,696777.59516723
2022-08-25,185.2164,186.4917,184.461,186.0414,332989.30257272
2022-08-26,186.0813,186.5484,180.8931,180.9528,596477.12733573
2022-08-29,59.9498,60.4468,59.274,59.3337,1753953.6822958
2022-08-30,59.7908,60.0775,59.0057,59.2342,2050367.5491846
2022-08-31,59.5325,59.8902,58.9709,59.1647,3388224.9645552
2022-09-01,58.6678,59.6915,58.4392,59.6219,1893498.9657695
2022-09-02,60.0393,60.8692,59.1349,59.3138,1580327.2687985
2022-09-06,59.3834,60.2878,59.1696,60.248,1984794.175166
2022-09-07,60.2878,62.0767,60.2878,62.0369,1735408.8869644
2022-09-08,61.6394,62.7476,61.5997,62.7029,2167991.3169575
2022-09-09,62.7129,63.1898,62.6134,62.8718,1284676.0818977
2022-09-12,63.1004,63.7365,62.8221,63.7166,1704358.3534109
2022-09-13,62.4842,62.6433,61.1723,61.4705,1625347.5239287
2022-09-14,61.9277,62.4743,61.0779,61.6494,1688143.8573573
2022-09-15,61.6195,62.0283,60.8517,60.9315,1481359.6647664
2022-09-16,60.8617,60.9714,59.9643,60.8318,3547303.1408248
2022-09-19,60.3332,60.6523,60.0341,60.5526,1477356.9712417
2022-09-20,60.1936,60.393,58.6282,59.0271,1973481.3559323
2022-09-21,59.5356,60.2435,58.3989,58.3989,1818295.9952572
2022-09-22,58.1097,58.1995,56.7238,57.2323,1798722.8138924
2022-09-23,56.9332,57.1127,56.0358,56.7637,1926610.4265461
2022-09-26,56.7338,56.9731,56.1256,56.4047,1777234.0362781
2022-09-27,56.8435,57.1426,56.2053,56.7936,1702566.9026735
2022-09-28,57.0827,58.4188,56.7437,58.1496,2012228.5525324
2022-09-29,57.7907,57.8605,56.6241,56.9432,2183419.6726561
2022-09-30,57.1226,57.8704,56.3449,56.5144,2027488.1320807
2022-10-03,56.8036,58.2294,56.4346,58.1596,1868733.3436296
2022-10-04,59.047,59.7948,58.8376,59.725,1816323.2319992
2022-10-05,59.2763,60.1189,58.7878,59.5455,1916904.0702616
2022-10-06,59.5256,60.2186,59.2464,59.3361,1514767.262187
2022-10-07,58.8077,58.9273,57.1426,57.4916,1527661.9328575
2022-10-10,57.7558,57.8306,56.9531,57.5314,1158214.6243425
2022-10-11,57.4218,58.5385,57.1525,57.9303,1911581.5208917
2022-10-12,57.9701,58.0798,57.3918,57.4118,1245464.5173958
2022-10-13,56.2751,58.5086,55.6569,58.379,2269510.17866
2022-10-14,57.8006,58.0399,54.5003,54.5901,3436574.6570895
2022-10-17,55.3079,57.2323,55.3079,56.5842,2752662.667072
2022-10-18,57.671,57.9602,56.6042,57.0429,2815176.2952565
2022-10-19,56.8036,57.3021,55.3329,55.8364,2638314.609062
2022-10-20,56.0258,56.9481,55.7766,56.6739,2143432.8546087
2022-10-21,56.6939,57.681,55.8563,57.5713,2385075.7936579
2022-10-24,57.8704,59.3062,57.7646,58.5983,1511415.4702152
2022-10-25,58.9772,60.5027,58.9573,60.3731,2140619.6360327
2022-10-26,60.5027,60.9813,59.7649,59.8546,2435692.6664956
2022-10-27,60.2136,61.2705,60.2036,60.4728,1648406.6782392
2022-10-28,60.6423,62.1479,60.2435,62.0981,1587667.233178
2022-10-31,61.8189,62.3374,61.6693,62.0582,2631559.8756898
2022-11-01,62.3872,62.786,61.6195,62.1678,1729617.9299215
2022-11-02,61.6294,62.5667,60.5227,60.5426,1862866.203284
2022-11-03,60.084,62.0283,60.0341,61.3901,1810964.5771502
2022-11-04,61.779,61.9385,60.423,61.7192,1671291.5343768
2022-11-07,61.9086,62.2676,61.3203,62.2277,2053451.9832372
2022-11-08,62.6764,65.4682,62.3473,64.3814,3379603.2199391
2022-11-09,64.3215,65.0594,63.2846,63.4242,3028999.962698
2022-11-10,65.0594,66.1462,64.3515,66.0166,2358751.8906409
2022-11-11,66.3356,66.7044,65.7474,66.206,1802630.2290696
2022-11-14,65.867,66.9239,65.4881,65.8471,1829649.1625584
2022-11-15,66.5151,66.7943,64.2717,64.6007,2379198.6240127
2022-11-16,64.6705,65.4981,64.6705,65.1691,1307711.3662073
2022-11-17,64.6605,64.8899,63.8729,64.6705,1418308.466116
2022-11-18,65.2987,65.4482,64.4512,65.3286,3463590.5817883
2022-11-21,65.3685,66.0565,64.9996,65.7673,1472882.9006295
2022-11-22,65.9667,66.4393,65.6776,66.3257,1882387.2322902
2022-11-23,66.2559,67.5321,66.2559,66.9339,1173567.4763783
2022-11-25,66.9339,67.4125,66.545,66.9538,606812.75122694
2022-11-28,66.6148,66.9858,66.0066,66.0764,1457065.6920158
2022-11-29,65.9567,66.5351,65.7374,65.9069,1726698.4007683
2022-11-30,66.0864,68.7087,65.9368,68.26,4042747.5389933
2022-12-01,68.57,69.115,68.13,68.49,1089720
2022-12-02,67.74,69.22,67.72,68.98,1130015
2022-12-05,68.75,68.82,67.57,67.86,1796596
2022-12-06,67.84,68.1,66.57,67.01,2158136
2022-12-07,66.9,67.47,64.701,64.84,3261863
2022-12-08,65,65.465,63.935,64.19,2666058
2022-12-09,63.85,64.21,63.14,63.2,2713760
2022-12-12,63.08,64.7,63.001,64.68,2198581
2022-12-13,66.14,66.69,64.54,64.99,2250130
2022-12-14,65.12,65.355,63.1,63.59,4219930
2022-12-15,62.87,63.34,61.535,61.74,2987962
2022-12-16,61.03,61.48,60.54,60.62,4148866
2022-12-19,60.42,60.9,60.09,60.46,2357186
2022-12-20,60.46,60.695,60.06,60.12,1936645
2022-12-21,60.45,61.86,60.29,61.51,1511393
2022-12-22,61.14,61.14,60.07,61.06,1373148
2022-12-23,60.9,61.56,60.62,61.28,735812
2022-12-27,61.33,61.47,60.7035,60.98,1119630
2022-12-28,61.22,61.6385,60.63,60.7,1015080
2022-12-29,61.27,62.12,61.215,61.87,920187
2022-12-30,61.4,61.56,60.74,61.35,1187950
2023-01-03,61.53,61.86,61.05,61.76,1595989
2023-01-04,62.23,62.66,61.365,61.65,2093299
2023-01-05,61.22,61.37,60.12,60.24,1724365
2023-01-06,60.9,61.81,60.51,61.65,1536014
2023-01-09,61.93,63.21,61.76,62.61,2466483
2023-01-10,62.48,63.08,62.23,62.54,1291174
2023-01-11,62.73,63.34,62.73,63.02,2482470
2023-01-12,63.16,63.25,62.18,62.99,2557981
2023-01-13,62.42,63.6675,62.315,63.35,2881994
2023-01-17,63.15,63.72,62.84,63.37,2909386
2023-01-18,63.45,63.9,62.71,62.8,3289459
2023-01-19,62.17,62.52,60.95,61,1617112
2023-01-20,61,62.12,60.64,62.06,2766489
2023-01-23,61.91,62.79,61.53,62.32,2227100
2023-01-24,62.42,62.5089,61.76,61.92,3403219
2023-01-25,58.95,58.95,55.9,58.3,8213349
2023-01-26,57.88,60.17,57.49,60.11,4697675
2023-01-27,59.81,60.67,59.62,60.5,3123656
2023-01-30,60.48,60.62,59.32,59.65,2268309
2023-01-31,59.85,60.19,59.365,60.19,2587110
2023-02-01,60.19,60.35,58.97,59.5,2492863
2023-02-02,59.74,60.65,59.64,60.57,2331008
2023-02-03,59.9,60.99,59.83,60.55,1639128
2023-02-06,60.03,60.28,59.21,59.3,1490882
2023-02-07,59.3,60.19,58.7,59.95,2477961
2023-02-08,59.8,60.09,59.4419,59.64,1851880
2023-02-09,59.84,59.9917,58.78,58.98,1590365
2023-02-10,58.6,59.65,58.51,59.62,2040998
2023-02-13,59.89,60.14,59.16,59.59,1974541
2023-02-14,59.54,59.97,58.43,58.62,1870295
2023-02-15,58.31,59.22,58.27,59.16,1732788
2023-02-16,58.87,59.1,58.38,58.44,1167362
2023-02-17,58.25,58.64,58.08,58.56,1148329
2023-02-21,57.93,58.02,56.505,56.78,3089069
2023-02-22,56.96,57.23,56.54,57.1,2670079
2023-02-23,57.24,57.53,56.57,57.2,1909423
2023-02-24,56.84,57.12,56.5775,57.05,1160561
2023-02-27,57.61,57.75,56.34,56.35,1328898
2023-02-28,56.39,56.48,55.98,56.06,3278178
2023-03-01,55.79,56.25,55.41,55.55,2272471
2023-03-02,55.09,56.11,55.06,56,2043405
2023-03-03,56.25,56.325,55.8,56.22,2373689
2023-03-06,56.34,56.71,55.96,56.07,2277591
2023-03-07,55.96,56.215,54.95,55.01,1914655
2023-03-08,55,55.395,54.82,55.13,1859031
2023-03-09,55.25,55.392,54.09,54.32,2524582
2023-03-10,53.9,53.9,52.2,52.6,3462165
2023-03-13,52.46,53.03,51.93,51.97,3742413
2023-03-14,53.22,53.64,52.435,52.76,2754660
2023-03-15,51.69,52.46,51.455,51.91,2629874
2023-03-16,51.47,53.55,51.1,53.11,2856753
2023-03-17,53.19,53.85,52.145,52.75,5554933
2023-03-20,52.67,53.22,52.54,52.92,2829153
2023-03-21,53.69,54.28,53.35,54.01,2606882
2023-03-22,54.01,54.43,52.93,52.94,2309270
2023-03-23,52.82,53.1,52.115,52.49,2829299
2023-03-24,52.05,53.07,52,53.07,2892697
2023-03-27,53.61,53.7,53.12,53.25,1330006
2023-03-28,53,53.235,52.63,52.94,2570350
2023-03-29,53.47,54.28,53.35,54.09,2123498
2023-03-30,54.32,54.79,53.945,54.03,2599682
2023-03-31,54.37,54.7,54.03,54.67,2895920
2023-04-03,54.37,54.6,54.025,54.4,3159101
2023-04-04,54.43,54.94,54.24,54.7,2515985
2023-04-05,54.66,55.085,54.295,54.56,2933346
2023-04-06,54.63,55.04,54.37,54.9,2440168
2023-04-10,54.44,54.72,53.975,54.38,1641222
2023-04-11,54.38,54.7,54.1,54.35,2566698
2023-04-12,54.77,55.38,54.675,54.89,2942424
2023-04-13,54.89,55.65,54.67,55.56,3513787
2023-04-14,55.5,55.5975,54.88,55.16,6008235
2023-04-17,54.87,55.9,54.86,55.77,3195755
2023-04-18,55.73,56.205,55.51,55.61,3626428
2023-04-19,57,57.99,56.83,57.36,5782961
2023-04-20,57.38,57.4,56.06,56.49,3453881
2023-04-21,56.34,57,56.12,56.97,3163896
2023-04-24,57.09,57.21,56.19,56.58,1775548
